"IndividualId","Gender","Population","Organism|Weight","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","mAb|Kd (FcRn) in endosomal space","mAb-Target-InVitro|Kd","mAb-Target-InVitro|koff","Complex Internalization|kint","Target|Reference concentration","Target degradation|kdeg","Organism|EndogenousIgG|Endosome|Start concentration of free FcRn (endosome)"
17,"UNKNOWN","Monkey",3.44627723723942,1,1,0.914141821935609,0.000139202127309791,0.0121551461134687,0.846278474734396,0.000997950795071251,0.234424272014831,22.4139399707927
18,"UNKNOWN","Monkey",5.57905916384377,1,1,1.18770252870364,0.000119555879240118,0.0157986068069711,0.61893807784618,0.00136611428134388,0.294195660729138,25.0505165003631
19,"UNKNOWN","Monkey",7.0875957305951,1,1,1.37981202274487,0.000115936513348708,0.0141020775883648,0.977148748867128,0.00132251905248282,0.303609615806908,13.517068535366
20,"UNKNOWN","Monkey",6.99501830292634,1,1,1.09395674532881,0.00012470799871065,0.00721011662436108,0.809957931564648,0.000951538884922794,0.300395505679183,32.3682863233593
21,"UNKNOWN","Monkey",4.58321961973944,1,1,0.917365529012046,0.00014147164348258,0.00706901786050784,0.655642964868075,0.00115459743060123,0.123560936376119,19.995167894858
22,"UNKNOWN","Monkey",7.76501459896798,1,1,0.776514200024435,0.000187485353757252,0.00832021413034809,1.3497647834651,0.000860380596101705,0.226733879977764,21.7229587209535
23,"UNKNOWN","Monkey",5.23762475756818,1,1,1.17952505754168,0.000164372234766905,0.0067998381209294,0.760263324394468,0.00104630594935294,0.242976650654039,28.4245734049189
24,"UNKNOWN","Monkey",5.66305679160312,1,1,1.0407232910861,0.000127759428463871,0.00924708126015075,0.72152330326187,0.00154055933373365,0.447143736474853,28.0306832429361
25,"UNKNOWN","Monkey",5.98691856022315,1,1,1.36414503678948,0.000161371727395749,0.0130373431497193,1.48706158896119,0.0013261143882574,0.184175672408599,11.675829928366
26,"UNKNOWN","Monkey",5.56230318060252,1,1,0.818869000995126,6.09115223424281e-05,0.0136650854735309,0.914117550874537,0.00162051463328693,0.177045067583929,37.8796609356024
27,"UNKNOWN","Monkey",5.51867072820601,1,1,1.05269648897391,7.82587294486484e-05,0.00937557014575328,1.08419509420069,0.00077371711000119,0.201019758657152,20.6686219161759
28,"UNKNOWN","Monkey",3.21617323309936,1,1,1.80442299913243,0.000191030924325122,0.0073009263654381,0.543881668791233,0.000665477840825507,0.280333902825649,22.6783345703731
29,"UNKNOWN","Monkey",7.59942934736583,1,1,1.07386206427566,0.000128528046823556,0.00960342907192403,0.666781833281554,0.000709441388198453,0.188266888654713,24.2520550200772
30,"UNKNOWN","Monkey",5.59750121440622,1,1,0.637728553646052,0.000238647416026495,0.00827338909327929,0.777731211667659,0.0011162045011809,0.259570633993972,24.0604754444323
31,"UNKNOWN","Monkey",2.21139316270658,1,1,1.48744639396102,0.00011394647051062,0.00609997124467427,1.12465630928861,0.00119375449891302,0.238189432082838,20.8295711069444
32,"UNKNOWN","Monkey",6.69579606349384,1,1,1.12274906077983,8.3128243170444e-05,0.00889077726545239,0.799023997374153,0.00128341976250331,0.223209490426664,51.4051711694992
33,"UNKNOWN","Monkey",4.78911009653896,1,1,0.72118191009686,9.20390009190424e-05,0.00869535731173456,1.04457335908186,0.000792553019656501,0.191313650965911,17.5263362664148
34,"UNKNOWN","Monkey",4.66220311758211,1,1,0.952367020229792,0.000130920680181558,0.011166410706454,0.951836084067643,0.00130448471787826,0.152363715114119,23.3390629092761
35,"UNKNOWN","Monkey",2.13649975421675,1,1,1.29210347498764,0.000120316595740653,0.0078360050741942,1.57491528876947,0.00139266249929716,0.271973600178635,20.2157035565781
36,"UNKNOWN","Monkey",7.1799741187971,1,1,1.3150469900483,9.39806548966715e-05,0.0121643033147881,0.643644791783449,0.00120104937394733,0.143433885964444,31.2822420610987
37,"UNKNOWN","Monkey",6.1277475087567,1,1,1.89945291939539,0.000172822868290128,0.0114194129918194,1.09821615772207,0.0009404509387466,0.241397046788313,34.9829691089499
38,"UNKNOWN","Monkey",7.27865883022484,1,1,1.00782046575359,0.000199969102457289,0.00946421626687111,1.37986230035232,0.000723732138610681,0.256972693913713,16.6986047027803
39,"UNKNOWN","Monkey",5.83352102890309,1,1,0.466253471942548,0.000135072405773738,0.00969156835957694,1.07350779910844,0.00107439276242733,0.208430669562583,24.3490302947177
40,"UNKNOWN","Monkey",4.42902945933353,1,1,1.27474730152244,0.000145792016067555,0.0099748148602232,0.632282676353247,0.00127913883276654,0.172576048483731,19.5236523293406
41,"UNKNOWN","Monkey",2.16734754395082,1,1,0.961354162584919,0.000132426688365816,0.00750752085814619,0.710433368910528,0.00106081497841986,0.275252408610038,19.1878753072177
42,"UNKNOWN","Monkey",3.51684723213168,1,1,1.00215998578431,0.000109800161651966,0.013367274422433,0.964208150358025,0.00142136939710774,0.312468975725496,14.2619970322275
43,"UNKNOWN","Monkey",5.25564921612649,1,1,0.648291798595729,0.00010171714490277,0.00647219984526096,0.788704055572755,0.00110729781532728,0.116750234215482,22.2455296013108
44,"UNKNOWN","Monkey",6.85080088900905,1,1,0.866022948133358,0.000149358310333408,0.0077749369609698,0.724698402302255,0.0017642285914905,0.198918759943294,23.7345512975154
45,"UNKNOWN","Monkey",4.53551788466774,1,1,1.02401620400734,0.00010531492797079,0.0146707270032591,1.26360902584283,0.000803508141225462,0.0981111099496908,14.0896558484892
46,"UNKNOWN","Monkey",7.22217839547534,1,1,0.938867572384314,0.000149478976035155,0.00761213943104082,1.24600164061571,0.000745176613040333,0.213036746688951,22.1129933144958
47,"UNKNOWN","Monkey",3.57398959695082,1,1,0.847464722762342,0.000167640165382641,0.00628774435399983,0.984745041067615,0.00113553298761169,0.225243644749413,36.4168637644281
48,"UNKNOWN","Monkey",5.94097769816451,1,1,0.743042931673422,0.000159355106309617,0.012661510770617,1.22195857720943,0.000641282256860605,0.20427309584363,18.1209382337313
49,"UNKNOWN","Monkey",2.91688101595122,1,1,1.40655400086014,9.07004555690757e-05,0.0106701052386261,1.23876159824553,0.000682186911088051,0.333036784859005,21.3130320693197
50,"UNKNOWN","Monkey",7.2459798405161,1,1,1.26020909509192,9.29516823798649e-05,0.0123320756348827,1.09709704514619,0.00108005252682967,0.252372275229105,28.6855372697723
51,"UNKNOWN","Monkey",2.94232040221911,1,1,1.0283124863389,0.000157994779711687,0.00876856430839803,0.672261632328252,0.000629967150655997,0.270368730546468,15.7588586194371
52,"UNKNOWN","Monkey",5.87563563039323,1,1,0.836384034699815,0.000203993659486188,0.0152540357148615,0.877602670346329,0.000870927138457235,0.298320007557806,19.2179186221797
53,"UNKNOWN","Monkey",7.10556950378491,1,1,1.15405976345651,0.000195346583551188,0.0109502923169247,0.676646004236039,0.000923516835471713,0.2354881114911,14.5682576937287
54,"UNKNOWN","Monkey",2.66719530181363,1,1,1.16747231500447,0.000286713524154793,0.0108677189301155,0.625767547014152,0.000815269258626132,0.264902941029249,17.1608972602998
55,"UNKNOWN","Monkey",2.92744732132528,1,1,0.694478819988707,7.92896508466918e-05,0.00848357734902113,0.560455527021971,0.000525739529412221,0.261648291573305,21.8892705466011
56,"UNKNOWN","Monkey",2.85248948673368,1,1,1.28128423052212,0.000137630363499474,0.00929901456387017,0.820390824076077,0.000831220126840016,0.308223585512267,17.7291459899432
57,"UNKNOWN","Monkey",2.5040026477091,1,1,1.16458532356593,0.000101094313727137,0.011764058580775,0.813767752271428,0.000985472646377971,0.162852304617046,14.9685858523817
58,"UNKNOWN","Monkey",7.45820920423521,1,1,0.75016989470802,0.000122974725546169,0.00820647739327455,0.822537232136685,0.00162863967811587,0.288255424785598,26.3101652430443
59,"UNKNOWN","Monkey",4.13777806336888,1,1,0.710316745759145,0.00013875495772872,0.0105960199888336,0.687715998995599,0.00122732089896875,0.253904769031632,21.1670126535335
60,"UNKNOWN","Monkey",7.04472778599929,1,1,0.559400816449716,0.000174408301956987,0.0080772205343058,0.703150043761829,0.000944568012009222,0.365526105426355,17.6200608158591
61,"UNKNOWN","Monkey",5.60061824861943,1,1,1.22795141281306,6.88638535506235e-05,0.0101861857766758,0.896014366693178,0.00106826593096483,0.17557233931275,17.9803051685256
62,"UNKNOWN","Monkey",3.74947973794745,1,1,1.13110063094093,0.000134473687819737,0.0125359338417721,0.93400538528335,0.000826408377421459,0.203815126403617,25.2052401608061
63,"UNKNOWN","Monkey",5.56352910937906,1,1,0.979925049026436,0.000144670646499648,0.0104496764001605,0.530748278813529,0.00103305299164191,0.178278405686429,18.4002220076851
64,"UNKNOWN","Monkey",2.07822519544429,1,1,1.60427312293216,0.000182873002070098,0.00739359146991626,1.03541814317657,0.000733995592979719,0.180211410197453,26.6458330821905
65,"UNKNOWN","Monkey",4.83570719176704,1,1,0.873655402240197,0.000147721956948211,0.00984791019113455,0.769403661224998,0.0018611312551122,0.264311580806602,24.8859122485302
66,"UNKNOWN","Monkey",5.05901448384813,1,1,1.44452110201731,0.000206253835490007,0.0079150554629861,0.601772524595866,0.000495592709697033,0.131957829127146,19.4578001950836
67,"UNKNOWN","Monkey",5.53779906106079,1,1,1.46734342103005,0.000108826557364646,0.0114931206307428,1.15705945621505,0.00116286904618615,0.190208482288561,41.3489536893027
68,"UNKNOWN","Monkey",4.52176081227221,1,1,0.798137180835076,0.000178004747207386,0.0173360323181358,0.58532819446747,0.00145523847770224,0.161090089287706,23.2449961325442
69,"UNKNOWN","Monkey",6.448348325886,1,1,0.956625839771211,9.50850352823502e-05,0.0127722943460186,1.18406855975997,0.00125763767010647,0.147860122525541,33.5071940391395
70,"UNKNOWN","Monkey",3.3618972102934,1,1,1.58557163137149,0.000170494701568718,0.00595379109892284,0.419631313754902,0.000650147506378086,0.249545077444523,16.1006600695416
71,"UNKNOWN","Monkey",3.4374027435842,1,1,1.10397483514229,0.000222793232622688,0.0195006650584646,0.746837052605945,0.00114681595538155,0.134701102559352,23.5305089546656
72,"UNKNOWN","Monkey",4.16761840701458,1,1,0.932760043497222,0.00011661903546434,0.0148490195958312,0.448633538683812,0.000561338048301346,0.168727766441858,20.2631443275484
73,"UNKNOWN","Monkey",7.74553813494068,1,1,3.02957373811432,0.000129483079751343,0.014428742449664,1.19074190936393,0.000981149838507731,0.16617296448906,25.8906886512435
74,"UNKNOWN","Monkey",4.65856627126158,1,1,0.770871546777002,0.000102548506979331,0.0100358427281769,0.830364645779567,0.000973888600936069,0.214700768215961,24.697673909538
75,"UNKNOWN","Monkey",6.82767075897552,1,1,1.989024991123,0.000154345750217627,0.0112057109156064,1.16437864621618,0.0012110842061743,0.244660867756567,16.2612501202387
76,"UNKNOWN","Monkey",3.06637238760775,1,1,1.34808145731872,0.000130240346301731,0.00716795425706713,0.856490313984441,0.00150163130830304,0.218034095067043,16.8746366412496
77,"UNKNOWN","Monkey",4.50936538284149,1,1,0.972224408110129,0.000143374260729022,0.00911549211196195,0.478637032845826,0.000748424144440649,0.168183075154252,15.4695011902453
78,"UNKNOWN","Monkey",6.38682386855913,1,1,1.40403360501499,8.95625337350345e-05,0.00837918231486013,0.929943828324407,0.000900229307565282,0.138062252790675,16.9090103978489
79,"UNKNOWN","Monkey",3.12753890693539,1,1,1.20947050186583,0.000163109610820551,0.01109555752648,1.12024757634122,0.000891392825831735,0.200611585163468,25.5388632070622
80,"UNKNOWN","Monkey",6.76474016474781,1,1,0.762326590194327,0.000103351801717018,0.0103292326613984,1.04941517640565,0.000591541790348648,0.195400761567628,17.2744110892816
81,"UNKNOWN","Monkey",3.9883135836517,1,1,0.923531080603393,0.00011739776102124,0.0113513707477159,1.40922966204968,0.00240880121170835,0.219540844035744,19.7763522677836
82,"UNKNOWN","Monkey",7.5776930300415,1,1,1.54237941077825,0.000121269480101251,0.00486972288449805,0.955623370111943,0.00104437415051084,0.289055898021408,30.1076425043837
83,"UNKNOWN","Monkey",2.29929221714814,1,1,0.672515563381482,0.000142748300141626,0.0132893281628177,0.575663433206366,0.000855088359364687,0.398338082444745,20.53373707677
84,"UNKNOWN","Monkey",2.35344950684972,1,1,0.856472802762903,0.000109271015907162,0.0107973545131637,0.839926724521552,0.000766637372362117,0.153114228900881,19.7921779313702
85,"UNKNOWN","Monkey",4.65518081218711,1,1,1.06850009463026,0.000133302290590123,0.00860682029175016,0.889749754264205,0.00070754473822532,0.215730458913076,26.3501147631313
86,"UNKNOWN","Monkey",4.33575753231335,1,1,0.616971467043477,0.000179718367851702,0.00766675066878249,0.905820201301572,0.000885761781699835,0.250094261644614,27.536426849709
87,"UNKNOWN","Monkey",7.59022655970893,1,1,0.885574238904902,0.000125394172407364,0.00661569772782148,0.752992396752518,0.00124013695964404,0.24756311712629,18.2077282537772
88,"UNKNOWN","Monkey",4.12191479472533,1,1,1.23599592278404,8.09574376474064e-05,0.00911569099179684,1.77661730355103,0.00116933814561115,0.18747444990959,27.0351113572129
89,"UNKNOWN","Monkey",3.73475579625683,1,1,1.14160182145371,8.41059048181081e-05,0.00562722163844726,1.29862727922586,0.00100484790705237,0.358539925282149,30.8042013904066
90,"UNKNOWN","Monkey",7.28401026748308,1,1,0.877961144805804,8.66438640082607e-05,0.00993735147388028,1.06302501825419,0.00124802093944153,0.279522310981164,12.2863567948513
91,"UNKNOWN","Monkey",6.67597147108799,1,1,1.10723889247431,0.000124194413572863,0.00903392231042195,1.3171404594394,0.00147534706188311,0.184646787163098,16.4469231310698
92,"UNKNOWN","Monkey",6.66953830452149,1,1,0.823903830047623,7.12826352354916e-05,0.00647649716676986,0.994037280063628,0.000919796409800077,0.26888671337198,29.5207972415827
93,"UNKNOWN","Monkey",5.14088076685596,1,1,0.792261278953059,9.92891668647951e-05,0.00810801447249946,0.862481532963943,0.000837511004252277,0.219835584251358,13.110356576908
94,"UNKNOWN","Monkey",6.7887932429038,1,1,1.12221967889533,0.000105084226281508,0.0119902377662932,0.761899365554354,0.00135327664994949,0.239930338547468,18.6781539500582
95,"UNKNOWN","Monkey",6.8284112107141,1,1,1.21871130181094,0.000111047996004352,0.00677048916851825,1.00344987436761,0.000967007097468214,0.221924229246382,8.57847177614017
96,"UNKNOWN","Monkey",6.41786780600337,1,1,1.66819734438276,0.000121950085445169,0.00878878641034297,0.648464188036819,0.00112227833778016,0.206068537682524,18.5213203394756
97,"UNKNOWN","Monkey",5.95331812275262,1,1,0.807613213486932,0.000114589474798255,0.01166472479027,1.02442552318391,0.000755858780603738,0.229392050411642,14.7214631747217
98,"UNKNOWN","Monkey",5.17742402068219,1,1,1.19770484171121,0.000113267972934634,0.00979234205266667,0.730094955395061,0.00167518028887887,0.172296554953448,12.5766302296776
99,"UNKNOWN","Monkey",4.01509369724202,1,1,0.584654170701747,0.000126818382564778,0.0137741757099859,0.570381904387502,0.00138352025819895,0.31974303386841,22.8622330957024
