"IndividualId","Gender","Population","Organism|Weight","Organism|Ontogeny factor (albumin)","Organism|Ontogeny factor (alpha1-acid glycoprotein)","mAb|Kd (FcRn) in endosomal space","mAb-Target-InVitro|Kd","mAb-Target-InVitro|koff","Complex Internalization|kint","Target|Reference concentration","Target degradation|kdeg","Organism|EndogenousIgG|Endosome|Start concentration of free FcRn (endosome)"
85,"UNKNOWN","Monkey",4.65518081218711,1,1,0.0910430420406862,0.000150046293872064,0.00107737089911139,0.0289607316847962,0.0219024664810795,0.0360917491999996,26.3501147631313
86,"UNKNOWN","Monkey",4.33575753231335,1,1,0.0780263195865384,0.000260680988480689,0.00123795645041066,0.0181517373865508,0.0259541888564228,0.0144722037277966,27.536426849709
87,"UNKNOWN","Monkey",7.59022655970893,1,1,0.0502882046853861,0.000267245350266448,0.00254727639642592,0.0142323733915517,0.0161807953174677,0.0330111863084338,18.2077282537772
88,"UNKNOWN","Monkey",4.12191479472533,1,1,0.0635196254471718,0.000271310445994851,0.0015872879443646,0.0197242973708835,0.0196153949976209,0.0278913484238978,27.0351113572129
89,"UNKNOWN","Monkey",3.73475579625683,1,1,0.0804822444415941,0.000324521775093474,0.00126473883543381,0.0272824455269464,0.0157999243971981,0.0339104747360289,30.8042013904066
90,"UNKNOWN","Monkey",7.28401026748308,1,1,0.0803813365156695,0.000412354701024298,0.00189083843412011,0.0236995904475697,0.0176696463143174,0.0390534749500559,12.2863567948513
91,"UNKNOWN","Monkey",6.67597147108799,1,1,0.0819154769529026,0.000371643918796098,0.000771350793236275,0.0201349015657214,0.0111622300021812,0.0234545825348899,16.4469231310698
92,"UNKNOWN","Monkey",6.66953830452149,1,1,0.0587320745931109,0.00026248112488986,0.00152294439421593,0.0622072196998782,0.0180876082913252,0.0262695156223145,29.5207972415827
93,"UNKNOWN","Monkey",5.14088076685596,1,1,0.110573818136942,0.000406924825425168,0.00191608663646748,0.0300309198177144,0.0162454427016974,0.0328527062648043,13.110356576908
94,"UNKNOWN","Monkey",6.7887932429038,1,1,0.092257507303838,0.000215411712257367,0.0017832720249031,0.0327036822099336,0.0143625662757032,0.0421139385492458,18.6781539500582
95,"UNKNOWN","Monkey",6.8284112107141,1,1,0.0600020423336888,0.000170097011616572,0.00125016696729599,0.0214930296052213,0.0167574785611755,0.0338644165981011,8.57847177614017
96,"UNKNOWN","Monkey",6.41786780600337,1,1,0.0732936868795202,0.000257039694022353,0.001180418360108,0.0264446664767524,0.0178246460626969,0.0399554486569196,18.5213203394756
97,"UNKNOWN","Monkey",5.95331812275262,1,1,0.0917314887966843,0.000462977042166144,0.00143877317348821,0.0189495457631529,0.013092643020313,0.0305001433985316,14.7214631747217
98,"UNKNOWN","Monkey",5.17742402068219,1,1,0.11561782033214,0.000240302190550122,0.00202991849644729,0.0320107960929289,0.0200055911345482,0.017731658882691,12.5766302296776
99,"UNKNOWN","Monkey",4.01509369724202,1,1,0.0862324789328245,0.000316071217434271,0.00173986506971944,0.0276709900085388,0.016081222819246,0.017356178930895,22.8622330957024
